,title,link
1896,Is there any truth to the King Arthur legends?,https://ted.com/talks/alan_lupack_is_there_any_truth_to_the_king_arthur_legends
1897,"""Not About Me""",https://ted.com/talks/john_bidden_not_about_me
1898,"How small business can benefit from ""village banking""",https://ted.com/talks/ruchi_shah_how_small_business_can_benefit_from_village_banking
1899,"""The Coming Out Beauty"" / ""419 sq ft""",https://ted.com/talks/muslim_sahib_the_coming_out_beauty_419_sq_ft
1900,"""White""",https://ted.com/talks/yue_xiu_lim_white
1901,How machine learning can teach us to build more effective teams,https://ted.com/talks/drew_humphreys_how_machine_learning_can_teach_us_to_build_more_effective_teams
1902,A makerspace for everyone,https://ted.com/talks/robin_hooker_a_makerspace_for_everyone
1903,A solution to gun violence found in US history,https://ted.com/talks/david_farrell_a_solution_to_gun_violence_found_in_us_history
1904,What if our data could be protected online?,https://ted.com/talks/derek_banta_what_if_our_data_could_be_protected_online
1905,Why some anger can be good for you,https://ted.com/talks/ryan_martin_why_some_anger_can_be_good_for_you
1906,Did the global response to 9/11 make us safer?,https://ted.com/talks/benedetta_berti_did_the_global_response_to_9_11_make_us_safer
1907,How to stay calm under pressure,https://ted.com/talks/noa_kageyama_and_pen_pen_chen_how_to_stay_calm_under_pressure
1908,What causes headaches?,https://ted.com/talks/dan_kwartler_what_causes_headaches
1909,How does the immune system work?,https://ted.com/talks/emma_bryce_how_does_the_immune_system_work
1910,How does impeachment work?,https://ted.com/talks/alex_gendler_how_does_impeachment_work
1911,Will the ocean ever run out of fish?,https://ted.com/talks/ayana_elizabeth_johnson_and_jennifer_jacquet_will_the_ocean_ever_run_out_of_fish
1912,The left brain vs. right brain myth,https://ted.com/talks/elizabeth_waters_the_left_brain_vs_right_brain_myth
1913,The power of creative constraints,https://ted.com/talks/brandon_rodriguez_the_power_of_creative_constraints
1914,How do focus groups work?,https://ted.com/talks/hector_lanz_how_do_focus_groups_work
1915,Is it bad to hold your pee?,https://ted.com/talks/heba_shaheed_is_it_bad_to_hold_your_pee
1916,The power of the placebo effect,https://ted.com/talks/emma_bryce_the_power_of_the_placebo_effect
1917,How miscommunication happens (and how to avoid it),https://ted.com/talks/katherine_hampsten_how_miscommunication_happens_and_how_to_avoid_it
1918,The language of lying,https://ted.com/talks/noah_zandan_the_language_of_lying
1919,How to choose your news,https://ted.com/talks/damon_brown_how_to_choose_your_news
1920,A new way to fund health care for the most vulnerable,https://ted.com/talks/andrew_bastawrous_a_new_way_to_fund_health_care_for_the_most_vulnerable
1921,How does work... work?,https://ted.com/talks/peter_bohacek_how_does_work_work
1922,Rethinking thinking,https://ted.com/talks/trevor_maber_rethinking_thinking
1923,Can you solve the rebel supplies riddle?,https://ted.com/talks/alex_gendler_can_you_solve_the_rebel_supplies_riddle
1924,How AI could compose a personalized soundtrack to your life,https://ted.com/talks/pierre_barreau_how_ai_could_compose_a_personalized_soundtrack_to_your_life
1925,A love letter to realism in a time of grief,https://ted.com/talks/mark_pollock_and_simone_george_a_love_letter_to_realism_in_a_time_of_grief
1926,Let's launch a satellite to track a threatening greenhouse gas,https://ted.com/talks/fred_krupp_let_s_launch_a_satellite_to_track_a_threatening_greenhouse_gas
1927,What is the universe expanding into?,https://ted.com/talks/sajan_saini_what_is_the_universe_expanding_into
1928,3 ways businesses can fight sex trafficking,https://ted.com/talks/nikki_clifton_3_ways_businesses_can_fight_sex_trafficking
1929,Why we need to make education more accessible to the deaf,https://ted.com/talks/nyle_dimarco_why_we_need_to_make_education_more_accessible_to_the_deaf
1930,What commercialization is doing to cannabis,https://ted.com/talks/ben_cort_what_commercialization_is_doing_to_cannabis
1931,The surprising link between stress and memory,https://ted.com/talks/elizabeth_cox_the_surprising_link_between_stress_and_memory
1932,Home renters are powerless. Here's how to fix that,https://ted.com/talks/yale_fox_home_renters_are_powerless_here_s_how_to_fix_that
1933,How prefab homes can transform affordable housing,https://ted.com/talks/anton_garcia_abril_how_prefab_homes_can_transform_affordable_housing
1934,I hate McMansions — and you should too,https://ted.com/talks/kate_wagner_i_hate_mcmansions_and_you_should_too
1935,Should teachers get free housing?,https://ted.com/talks/gregg_garn_should_teachers_get_free_housing
1936,America's most invisible communities — mobile home parks,https://ted.com/talks/esther_sullivan_america_s_most_invisible_communities_mobile_home_parks
1937,How data is helping us unravel the mysteries of the brain,https://ted.com/talks/steve_mccarroll_how_data_is_helping_us_unravel_the_mysteries_of_the_brain
1938,Let's get honest about our money problems,https://ted.com/talks/tammy_lally_let_s_get_honest_about_our_money_problems
1939,"""Wild Women""",https://ted.com/talks/sunni_patterson_wild_women
1940,A new way to think about the transition to motherhood,https://ted.com/talks/alexandra_sacks_a_new_way_to_think_about_the_transition_to_motherhood
1941,"Why should you read ""One Hundred Years of Solitude""?",https://ted.com/talks/francisco_diez_buzo_why_should_you_read_one_hundred_years_of_solitude
1942,How I went from child refugee to international model,https://ted.com/talks/halima_aden_how_i_went_from_child_refugee_to_international_model
1943,How China is (and isn't) fighting pollution and climate change,https://ted.com/talks/angel_hsu_how_china_is_and_isn_t_fighting_pollution_and_climate_change
1944,A rare galaxy that's challenging our understanding of the universe,https://ted.com/talks/burcin_mutlu_pakdil_a_rare_galaxy_that_s_challenging_our_understanding_of_the_universe
1945,What is imposter syndrome and how can you combat it?,https://ted.com/talks/elizabeth_cox_what_is_imposter_syndrome_and_how_can_you_combat_it
1946,Why art thrives at Burning Man,https://ted.com/talks/nora_atkinson_why_art_thrives_at_burning_man
1947,How art can shape America's conversation about freedom,https://ted.com/talks/dread_scott_how_art_can_shape_america_s_conversation_about_freedom
1948,How to build a thriving music scene in your city,https://ted.com/talks/elizabeth_cawein_how_to_build_a_thriving_music_scene_in_your_city
1949,How we can use light to see deep inside our bodies and brains,https://ted.com/talks/mary_lou_jepsen_how_we_can_use_light_to_see_deep_inside_our_bodies_and_brains
1950,Can you solve the Leonardo da Vinci riddle?,https://ted.com/talks/tanya_khovanova_can_you_solve_the_leonardo_da_vinci_riddle
1951,Don't fail fast — fail mindfully,https://ted.com/talks/leticia_gasca_don_t_fail_fast_fail_mindfully
1952,Una nueva manera de hablar del fracaso en los negocios,https://ted.com/talks/leticia_gasca_una_nueva_manera_de_hablar_del_fracaso_en_los_negocios
1953,How to get serious about diversity and inclusion in the workplace,https://ted.com/talks/janet_stovall_how_to_get_serious_about_diversity_and_inclusion_in_the_workplace
1954,"To transform child welfare, take race out of the equation",https://ted.com/talks/jessica_pryce_to_transform_child_welfare_take_race_out_of_the_equation
1955,"Why is Aristophanes called ""The Father of Comedy""?",https://ted.com/talks/mark_robinson_why_is_aristophanes_called_the_father_of_comedy
1956,"Why the ""wrong side of the tracks"" is usually the east side of cities",https://ted.com/talks/stephen_deberry_why_the_wrong_side_of_the_tracks_is_usually_the_east_side_of_cities
1957,How women in rural India turned courage into capital,https://ted.com/talks/chetna_gala_sinha_how_women_in_rural_india_turned_courage_into_capital
1958,"""Interpassion"" / ""Ba$$in""",https://ted.com/talks/yelle_interpassion_ba_in
1959,How urban spaces can preserve history and build community,https://ted.com/talks/walter_hood_how_urban_spaces_can_preserve_history_and_build_community
1960,How cancer cells communicate — and how we can slow them down,https://ted.com/talks/hasini_jayatilaka_how_cancer_cells_communicate_and_how_we_can_slow_them_down
1961,Zen kōans: unsolvable enigmas designed to break your brain,https://ted.com/talks/puqun_li_zen_koans_unsolvable_enigmas_designed_to_break_your_brain
1962,What a scrapyard in Ghana can teach us about innovation,https://ted.com/talks/dk_osseo_asare_what_a_scrapyard_in_ghana_can_teach_us_about_innovation
1963,Why I fight for the education of refugee girls (like me),https://ted.com/talks/mary_maker_why_i_fight_for_the_education_of_refugee_girls_like_me
1964,The little risks you can take to increase your luck,https://ted.com/talks/tina_seelig_the_little_risks_you_can_take_to_increase_your_luck
1965,What really happened to the Library of Alexandria?,https://ted.com/talks/elizabeth_cox_what_really_happened_to_the_library_of_alexandria
1966,How teachers can help kids find their political voices,https://ted.com/talks/sydney_chaffee_how_teachers_can_help_kids_find_their_political_voices
1967,How AI can save our humanity,https://ted.com/talks/kai_fu_lee_how_ai_can_save_our_humanity
1968,How the Normans changed the history of Europe,https://ted.com/talks/mark_robinson_how_the_normans_changed_the_history_of_europe
1969,Can you solve the rogue AI riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_rogue_ai_riddle
1970,Why does your voice change as you get older?,https://ted.com/talks/shaylin_schundler_why_does_your_voice_change_as_you_get_older
1971,How can you change someone's mind?,https://ted.com/talks/hugo_mercier_how_can_you_change_someone_s_mind
1972,Did ancient Troy really exist?,https://ted.com/talks/einav_zamir_dembin_did_ancient_troy_really_exist
1973,You are fluent in this language (and don't even know it),https://ted.com/talks/christoph_niemann_you_are_fluent_in_this_language_and_don_t_even_know_it
1974,Data-driven farming could transform agriculture,https://ted.com/talks/ranveer_chandra_data_driven_farming_could_transform_agriculture
1975,You may be accidentally investing in cigarette companies,https://ted.com/talks/bronwyn_king_you_may_be_accidentally_investing_in_cigarette_companies
1976,The breathtaking courage of Harriet Tubman,https://ted.com/talks/janell_hobson_the_breathtaking_courage_of_harriet_tubman
1977,Fake videos of real people — and how to spot them,https://ted.com/talks/supasorn_suwajanakorn_fake_videos_of_real_people_and_how_to_spot_them
1978,How to stop swiping and find your person on dating apps,https://ted.com/talks/christina_wallace_how_to_stop_swiping_and_find_your_person_on_dating_apps
1979,Home is where the art is,https://ted.com/talks/ian_strange_home_is_where_the_art_is
1980,How AI is making it easier to diagnose disease,https://ted.com/talks/pratik_shah_how_ai_is_making_it_easier_to_diagnose_disease
1981,Why doctors are offering free tax prep in their waiting rooms,https://ted.com/talks/lucy_marcil_why_doctors_are_offering_free_tax_prep_in_their_waiting_rooms
1982,How to train employees to have difficult conversations,https://ted.com/talks/tamekia_mizladi_smith_how_to_train_employees_to_have_difficult_conversations
1983,"""Dead Romance""",https://ted.com/talks/boy_girl_banjo_dead_romance
1984,What archaeology and DNA can teach us about prehistoric migration,https://ted.com/talks/ian_barnes_what_archaeology_and_dna_can_teach_us_about_prehistoric_migration
1985,How abstract mathematics can help us understand the world,https://ted.com/talks/eugenia_cheng_how_abstract_mathematics_can_help_us_understand_the_world
1986,A day in the life of an ancient Egyptian doctor,https://ted.com/talks/elizabeth_cox_a_day_in_the_life_of_an_ancient_egyptian_doctor
1987,Where are all the aliens?,https://ted.com/talks/stephen_webb_where_are_all_the_aliens
1988,El impacto del marketing en los medicamentos que tomamos,https://ted.com/talks/pablo_santa_cruz_el_impacto_del_marketing_en_los_medicamentos_que_tomamos
1989,Fracaso tras fracaso,https://ted.com/talks/karla_souza_fracaso_tras_fracaso
1990,Reescribe el cuento de tu vida,https://ted.com/talks/lucas_raspall_reescribe_el_cuento_de_tu_vida
1991,La verdad es mentira,https://ted.com/talks/daniel_molina_la_verdad_es_mentira
1992,La importancia de la improvisación,https://ted.com/talks/juan_lopez_aranguren_la_importancia_de_la_improvisacion
1993,Humanizar los cuidados intensivos,https://ted.com/talks/gabriel_heras_humanizar_los_cuidados_intensivos
1994,Las palabras de la discriminación,https://ted.com/talks/carmen_jimenez_borja_las_palabras_de_la_discriminacion
1995,Nuestras mentiras en la vida y en los negocios,https://ted.com/talks/nestor_guerra_nuestras_mentiras_en_la_vida_y_en_los_negocios
1996,¿A quién pertenece el pasado?,https://ted.com/talks/alberto_garin_a_quien_pertenece_el_pasado
1997,La voz del artista,https://ted.com/talks/fernanda_castillo_la_voz_del_artista
1998,What the Russian Revolution would have looked like on social media,https://ted.com/talks/mikhail_zygar_what_the_russian_revolution_would_have_looked_like_on_social_media
1999, Duelo por la muerte del padre,https://ted.com/talks/hernan_casciari_duelo_por_la_muerte_del_padre
2000,Un ejército de mujeres ,https://ted.com/talks/alba_sotorra_un_ejercito_de_mujeres
2001,What your smart devices know (and share) about you,https://ted.com/talks/kashmir_hill_and_surya_mattu_what_your_smart_devices_know_and_share_about_you
2002,History vs. Augustus,https://ted.com/talks/peta_greenfield_alex_gendler_history_vs_augustus
2003,How memory science can help fight harassment,https://ted.com/talks/julia_shaw_how_memory_science_can_help_fight_harassment
2004,The power of diversity within yourself,https://ted.com/talks/rebeca_hwang_the_power_of_diversity_within_yourself
2005,El valor de nuestra diversidad interna,https://ted.com/talks/rebeca_hwang_el_valor_de_nuestra_diversidad_interna
2006,El marketing para terminar guerras,https://ted.com/talks/francisco_samper_el_marketing_para_terminar_guerras_apr_2018
2007,The mission to create a searchable database of Earth's surface,https://ted.com/talks/will_marshall_the_mission_to_create_a_searchable_database_of_earth_s_surface
2008,The genius behind some of the world's most famous buildings,https://ted.com/talks/renzo_piano_the_genius_behind_some_of_the_world_s_most_famous_buildings
2009,"""The Last Serenade""",https://ted.com/talks/lili_haydn_the_last_serenade
2010,An honest look at the personal finance crisis,https://ted.com/talks/elizabeth_white_an_honest_look_at_the_personal_finance_crisis
2011,How exactly does binary code work?,https://ted.com/talks/jose_americano_n_l_f_de_freitas_how_exactly_does_binary_code_work
2012,A new way to monitor vital signs (that can see through walls),https://ted.com/talks/dina_katabi_a_new_way_to_monitor_vital_signs_that_can_see_through_walls
2013,How to build synthetic DNA and send it across the internet,https://ted.com/talks/dan_gibson_how_to_build_synthetic_dna_and_send_it_across_the_internet
2014,How we study the microbes living in your gut,https://ted.com/talks/dan_knights_how_we_study_the_microbes_living_in_your_gut
2015,What is the coldest thing in the world?,https://ted.com/talks/lina_marieth_hoyos_what_is_the_coldest_thing_in_the_world
2016,How farming could employ Africa's young workforce — and help build peace,https://ted.com/talks/kola_masha_how_farming_could_employ_africa_s_young_workforce_and_help_build_peace
2017,The rapid growth of the Chinese internet — and where it's headed,https://ted.com/talks/gary_liu_the_rapid_growth_of_the_chinese_internet_and_where_it_s_headed
2018,Why don't poisonous animals poison themselves?,https://ted.com/talks/rebecca_tarvin_why_don_t_poisonous_animals_poison_themselves
2019,Are there universal expressions of emotion?,https://ted.com/talks/sophie_zadeh_are_there_universal_expressions_of_emotion
2020,A crash course in organic chemistry,https://ted.com/talks/jakob_magolan_a_crash_course_in_organic_chemistry
2021,A new way to remove CO2 from the atmosphere,https://ted.com/talks/jennifer_wilcox_a_new_way_to_remove_co2_from_the_atmosphere
2022,How we're saving one of Earth's last wild places,https://ted.com/talks/steve_boyes_how_we_re_saving_one_of_earth_s_last_wild_places
2023,Why teens confess to crimes they didn't commit,https://ted.com/talks/lindsay_malloy_why_teens_confess_to_crimes_they_didn_t_commit
2024,A simple trick to improve positive thinking,https://ted.com/talks/alison_ledgerwood_a_simple_trick_to_improve_positive_thinking
2025,Love others to love yourself,https://ted.com/talks/keiichiro_hirano_love_others_to_love_yourself
2026,How do you define yourself?,https://ted.com/talks/lizzie_velasquez_how_do_you_define_yourself
2027,"The keys to a happier, healthier sex life",https://ted.com/talks/emily_nagoski_the_keys_to_a_happier_healthier_sex_life
2028,The tiny creature that secretly powers the planet,https://ted.com/talks/penny_chisholm_the_tiny_creature_that_secretly_powers_the_planet
2029,How autonomous flying taxis could change the way you travel,https://ted.com/talks/rodin_lyasoff_how_autonomous_flying_taxis_could_change_the_way_you_travel
2030,Can you solve the Mondrian squares riddle?,https://ted.com/talks/gordon_hamilton_can_you_solve_the_mondrian_squares_riddle
2031,The agony of opioid withdrawal — and what doctors should tell patients about it,https://ted.com/talks/travis_rieder_the_agony_of_opioid_withdrawal_and_what_doctors_should_tell_patients_about_it
2032,What causes hallucinations?,https://ted.com/talks/elizabeth_cox_what_causes_hallucinations
2033,What if we supported millions of African farmers in growing more food?,https://ted.com/talks/andrew_youn_what_if_we_supported_millions_of_african_farmers_in_growing_more_food
2034,"The story of 'Oumuamua, the first visitor from another star system",https://ted.com/talks/karen_j_meech_the_story_of_oumuamua_the_first_visitor_from_another_star_system
2035,What does it really mean for leaders to be authentic?,https://ted.com/talks/herminia_ibarra_what_does_it_really_mean_for_leaders_to_be_authentic
2036,How our voices reveal anxiety,https://ted.com/talks/jackie_gartner_schmidt_how_our_voices_reveal_anxiety
2037,Bridges should be beautiful,https://ted.com/talks/ian_firth_bridges_should_be_beautiful
2038,The symbols of systemic racism — and how to take away their power,https://ted.com/talks/paul_rucker_the_symbols_of_systemic_racism_and_how_to_take_away_their_power
2039,What if we eliminated one of the world's oldest diseases?,https://ted.com/talks/caroline_harper_what_if_we_eliminated_one_of_the_world_s_oldest_diseases
2040,The psychology of post-traumatic stress disorder,https://ted.com/talks/joelle_rabow_maletis_the_psychology_of_post_traumatic_stress_disorder
2041,How we can design timeless cities for our collective future,https://ted.com/talks/vishaan_chakrabarti_how_we_can_design_timeless_cities_for_our_collective_future
2042,The nightmare videos of children's YouTube — and what's wrong with the internet today,https://ted.com/talks/james_bridle_the_nightmare_videos_of_children_s_youtube_and_what_s_wrong_with_the_internet_today
2043,Why you should love gross science,https://ted.com/talks/anna_rothschild_why_you_should_love_gross_science
2044,How monitoring animal health can predict human disease outbreaks,https://ted.com/talks/tracey_mcnamara_how_monitoring_animal_health_can_predict_human_disease_outbreaks
2045,How do your hormones work?,https://ted.com/talks/emma_bryce_how_do_your_hormones_work
2046,How Netflix changed entertainment — and where it's headed,https://ted.com/talks/reed_hastings_how_netflix_changed_entertainment_and_where_it_s_headed
2047,How we can bring mental health support to refugees,https://ted.com/talks/essam_daod_how_we_can_bring_mental_health_support_to_refugees
2048,The science of hearing,https://ted.com/talks/douglas_l_oliver_the_science_of_hearing
2049,How to restore trust in Journalism,https://ted.com/talks/ann_curry_how_to_restore_trust_in_journalism
2050,Technology that knows what you're feeling,https://ted.com/talks/poppy_crum_technology_that_knows_what_you_re_feeling
2051,The surprising science of alpha males,https://ted.com/talks/frans_de_waal_the_surprising_science_of_alpha_males
2052,Did the Amazons really exist?,https://ted.com/talks/adrienne_mayor_did_the_amazons_really_exist
2053,Can home cooking change the world?,https://ted.com/talks/gaston_acurio_can_home_cooking_change_the_world
2054,Four billion years of evolution in six minutes,https://ted.com/talks/prosanta_chakrabarty_four_billion_years_of_evolution_in_six_minutes
2055,How I'm bringing queer pride to my rural village,https://ted.com/talks/katlego_kolanyane_kesupile_how_i_m_bringing_queer_pride_to_my_rural_village
2056,Why we need to put politics in its place,https://ted.com/talks/dr_robert_talisse_why_we_need_to_put_politics_in_its_place
2057,What causes insomnia?,https://ted.com/talks/dan_kwartler_what_causes_insomnia
2058,"The incredible potential of flexible, soft robots",https://ted.com/talks/giada_gerboni_the_incredible_potential_of_flexible_soft_robots
2059,"How to get empowered, not overpowered, by AI",https://ted.com/talks/max_tegmark_how_to_get_empowered_not_overpowered_by_ai
2060,What we'll learn about the brain in the next century,https://ted.com/talks/sam_rodriques_what_we_ll_learn_about_the_brain_in_the_next_century
2061,The Irish myth of the Giant's Causeway,https://ted.com/talks/iseult_gillespie_the_irish_myth_of_the_giant_s_causeway
2062,The journey through loss and grief,https://ted.com/talks/jason_b_rosenthal_the_journey_through_loss_and_grief
2063,Can you solve the giant cat army riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_giant_cat_army_riddle
2064,How octopuses battle each other,https://ted.com/talks/greg_gage_how_octopuses_battle_each_other
2065,The real reason why mosquitoes buzz,https://ted.com/talks/greg_gage_the_real_reason_why_mosquitoes_buzz
2066,This computer is learning to read your mind ,https://ted.com/talks/greg_gage_this_computer_is_learning_to_read_your_mind
2067,How you can make a fruit fly eat veggies,https://ted.com/talks/greg_gage_how_you_can_make_a_fruit_fly_eat_veggies
2068,How sound can hack your memory while you sleep,https://ted.com/talks/greg_gage_how_sound_can_hack_your_memory_while_you_sleep
2069,How a dragonfly's brain is designed to kill,https://ted.com/talks/greg_gage_how_a_dragonfly_s_brain_is_designed_to_kill
2070,Why the secret to success is setting the right goals,https://ted.com/talks/john_doerr_why_the_secret_to_success_is_setting_the_right_goals
2071,The discoveries awaiting us in the ocean's twilight zone,https://ted.com/talks/heidi_m_sosik_the_discoveries_awaiting_us_in_the_ocean_s_twilight_zone
2072,Why we should take laughter more seriously,https://ted.com/talks/sophie_scott_why_we_should_take_laughter_more_seriously
2073,Inside the fight against Russia's fake news empire,https://ted.com/talks/olga_yurkova_inside_the_fight_against_russia_s_fake_news_empire
2074,Por qué necesitamos proteger el alta mar,https://ted.com/talks/enric_sala_por_que_necesitamos_proteger_el_alta_mar
2075,Let's turn the high seas into the world's largest nature reserve,https://ted.com/talks/enric_sala_let_s_turn_the_high_seas_into_the_world_s_largest_nature_reserve
2076,How technology can fight extremism and online harassment,https://ted.com/talks/yasmin_green_how_technology_can_fight_extremism_and_online_harassment
2077,Healthcare's compassion crisis,https://ted.com/talks/stephen_trzeciak_healthcare_s_compassion_crisis_jan_2018
2078,What if we replaced politicians with randomly selected people?,https://ted.com/talks/brett_hennig_what_if_we_replaced_politicians_with_randomly_selected_people
2079,The critical role librarians play in the opioid crisis,https://ted.com/talks/chera_kowalski_the_critical_role_librarians_play_in_the_opioid_crisis
2080,Why theater is essential to democracy,https://ted.com/talks/oskar_eustis_why_theater_is_essential_to_democracy
2081,How we can turn the cold of outer space into a renewable resource,https://ted.com/talks/aaswath_raman_how_we_can_turn_the_cold_of_outer_space_into_a_renewable_resource
2082,How vultures can help solve crimes,https://ted.com/talks/lauren_pharr_how_vultures_can_help_solve_crimes
2083,What gardening taught me about life,https://ted.com/talks/tobacco_brown_what_gardening_taught_me_about_life
2084,What if we digitally empowered community health workers?,https://ted.com/talks/raj_panjabi_what_if_we_digitally_empowered_community_health_workers
2085,How we'll become cyborgs and extend human potential,https://ted.com/talks/hugh_herr_how_we_ll_become_cyborgs_and_extend_human_potential
2086,A teen scientist's invention to help wounds heal,https://ted.com/talks/anushka_naiknaware_a_teen_scientist_s_invention_to_help_wounds_heal
2087,This simple test can help kids hear better,https://ted.com/talks/susan_emmett_this_simple_test_can_help_kids_hear_better
2088,Comics belong in the classroom,https://ted.com/talks/gene_luen_yang_comics_belong_in_the_classroom
2089,How to start a conversation about suicide,https://ted.com/talks/jeremy_forbes_how_to_start_a_conversation_about_suicide
2090,Why we must protect the digital rights of children,https://ted.com/talks/baroness_beeban_kidron_why_we_must_protect_the_digital_rights_of_children
2091,How data brokers sell your identity,https://ted.com/talks/madhumita_murgia_how_data_brokers_sell_your_identity
2092,The surveillance device you carry around all day,https://ted.com/talks/marta_peirano_the_surveillance_device_you_carry_around_all_day
2093,Using corporate data to improve our lives,https://ted.com/talks/stefaan_verhulst_using_corporate_data_to_improve_our_lives
2094,Do we really own our bodies?,https://ted.com/talks/gaspard_koenig_do_we_really_own_our_bodies
2095,How to turn a group of strangers into a team,https://ted.com/talks/amy_edmondson_how_to_turn_a_group_of_strangers_into_a_team
2096,How I made friends with reality,https://ted.com/talks/emily_levine_how_i_made_friends_with_reality
2097,The shocking danger of mountaintop removal — and why it must end,https://ted.com/talks/michael_hendryx_the_shocking_danger_of_mountaintop_removal_and_why_it_must_end
2098,Want a happier life? Be more compassionate,https://ted.com/talks/stephen_trzeciak_want_a_happier_life_be_more_compassionate_jan_2018
2099,What marrying an immigrant taught me about cultural bias,https://ted.com/talks/kyle_quinn_what_marrying_an_immigrant_taught_me_about_cultural_bias
2100,What it's like to be the child of immigrants,https://ted.com/talks/michael_rain_what_it_s_like_to_be_the_child_of_immigrants
2101,Where joy hides and how to find it,https://ted.com/talks/ingrid_fetell_lee_where_joy_hides_and_how_to_find_it
2102,Why fascism is so tempting — and how your data could power it,https://ted.com/talks/yuval_noah_harari_why_fascism_is_so_tempting_and_how_your_data_could_power_it
2103,"""You Found Me""",https://ted.com/talks/helen_gillet_you_found_me
2104,How Pakistani women are taking the internet back,https://ted.com/talks/nighat_dad_how_pakistani_women_are_taking_the_internet_back
2105,The age-old sharing economies of Africa — and why we should scale them,https://ted.com/talks/robert_neuwirth_the_age_old_sharing_economies_of_africa_and_why_we_should_scale_them
2106,"Scientists must be free to learn, to speak and to challenge",https://ted.com/talks/kirsty_duncan_scientists_must_be_free_to_learn_to_speak_and_to_challenge
2107,"The doctors, nurses and aid workers rebuilding Syria",https://ted.com/talks/rola_hallam_the_doctors_nurses_and_aid_workers_rebuilding_syria
2108,Why forgiveness is worth it,https://ted.com/talks/sarah_montana_why_forgiveness_is_worth_it
2109,"A healthy economy should be designed to thrive, not grow",https://ted.com/talks/kate_raworth_a_healthy_economy_should_be_designed_to_thrive_not_grow
2110,The truth about unwanted arousal,https://ted.com/talks/emily_nagoski_the_truth_about_unwanted_arousal
2111,"""Iyeza"" / ""Zabalaza""",https://ted.com/talks/thandiswa_mazwai_iyeza_zabalaza
2112,What it's like to be a transgender dad,https://ted.com/talks/lb_hannahs_what_it_s_like_to_be_a_transgender_dad
2113,Why you should make useless things,https://ted.com/talks/simone_giertz_why_you_should_make_useless_things
2114,A playful solution to the housing crisis,https://ted.com/talks/sarah_murray_a_playful_solution_to_the_housing_crisis
2115,Microplastics are everywhere — but we can do something about them,https://ted.com/talks/sarah_dudas_microplastics_are_everywhere_but_we_can_do_something_about_them
2116,How Baltimore called a ceasefire,https://ted.com/talks/erricka_bridgeford_how_baltimore_called_a_ceasefire
2117,What it takes to be racially literate,https://ted.com/talks/priya_vulchi_and_winona_guo_what_it_takes_to_be_racially_literate
2118,I am the donation,https://ted.com/talks/kevin_etter_i_am_the_donation
2119,How to build (and rebuild) trust,https://ted.com/talks/frances_frei_how_to_build_and_rebuild_trust
2120,Why you don't like the sound of your own voice,https://ted.com/talks/rebecca_kleinberger_why_you_don_t_like_the_sound_of_your_own_voice
2121,"To design better tech, understand context",https://ted.com/talks/tania_douglas_to_design_better_tech_understand_context
2122,It's time for the law to protect victims of gender violence,https://ted.com/talks/laura_l_dunn_it_s_time_for_the_law_to_protect_victims_of_gender_violence
2123,How a male contraceptive pill could work,https://ted.com/talks/john_amory_how_a_male_contraceptive_pill_could_work
2124,Why tech needs the humanities,https://ted.com/talks/eric_berridge_why_tech_needs_the_humanities
2125,Is the world getting better or worse? A look at the numbers,https://ted.com/talks/steven_pinker_is_the_world_getting_better_or_worse_a_look_at_the_numbers
2126,Empathy is not endorsement,https://ted.com/talks/dylan_marron_empathy_is_not_endorsement
2127,"""RainMakers""",https://ted.com/talks/qudus_onikeku_and_the_qtribe_rainmakers
2128,What I've learned about parenting as a stay-at-home dad,https://ted.com/talks/glen_henry_what_i_ve_learned_about_parenting_as_a_stay_at_home_dad
2129,How work kept me going during my cancer treatment,https://ted.com/talks/sarah_donnelly_how_work_kept_me_going_during_my_cancer_treatment
2130,A woman's fury holds lifetimes of wisdom,https://ted.com/talks/tracee_ellis_ross_a_woman_s_fury_holds_lifetimes_of_wisdom
2131,"Visions of Africa's future, from African filmmakers",https://ted.com/talks/dayo_ogunyemi_visions_of_africa_s_future_from_african_filmmakers
2132,War and what comes after,https://ted.com/talks/clemantine_wamariya_war_and_what_comes_after
2133,SpaceX's plan to fly you across the globe in 30 minutes,https://ted.com/talks/gwynne_shotwell_spacex_s_plan_to_fly_you_across_the_globe_in_30_minutes
2134,A Parkland teacher's homework for us all,https://ted.com/talks/diane_wolk_rogers_a_parkland_teacher_s_homework_for_us_all
2135,Why it's worth listening to people you disagree with,https://ted.com/talks/zachary_r_wood_why_it_s_worth_listening_to_people_you_disagree_with
2136,"The ""dead zone"" of the Gulf of Mexico",https://ted.com/talks/nancy_rabalais_the_dead_zone_of_the_gulf_of_mexico
2137,The harm reduction model of drug addiction treatment,https://ted.com/talks/mark_tyndall_the_harm_reduction_model_of_drug_addiction_treatment
2138,"A printable, flexible, organic solar cell",https://ted.com/talks/hannah_burckstummer_a_printable_flexible_organic_solar_cell
2139,What's missing in the global debate over refugees,https://ted.com/talks/yasin_kakande_what_s_missing_in_the_global_debate_over_refugees
2140,"""AI therapy""",https://ted.com/talks/mother_london_ai_therapy
2141,"""It's not amazing enough""",https://ted.com/talks/duncan_cowles_it_s_not_amazing_enough
